0,67,0.3598546465831016,0.7085493206977844,0.1,0.13780678809025335,0.8872548937797546
1,134,0.10512374719577049,0.9218742251396179,0.1,0.07372773176778631,0.951339066028595
2,201,0.07172041186201039,0.9501813054084778,0.1,0.06214291149824319,0.9525346755981445
3,268,0.05381454521817947,0.9620321393013,0.1,0.04232516478652988,0.9696317315101624
4,335,0.04444575540499011,0.968267023563385,0.1,0.044056741413172826,0.9702295660972595
5,402,0.04102588155821188,0.9718943238258362,0.1,0.04117285399042096,0.9679579138755798
6,469,0.03599313443610028,0.9740278124809265,0.1,0.04387143406754743,0.9681970477104187
7,536,0.03303503562042962,0.9761290550231934,0.1,0.03808633298680374,0.9717838168144226
8,603,0.030378399903316106,0.9782485961914062,0.1,0.040006040976238215,0.9681970477104187
9,670,0.02950092797070297,0.9782755374908447,0.1,0.03950127443745866,0.970349133014679
