0,67,0.32566092274527053,0.7913801670074463,0.1,0.10185529072752174,0.9259923696517944
1,134,0.09115382089321293,0.9353848695755005,0.1,0.08254362789692107,0.9372310042381287
2,201,0.06660948182219889,0.9552886486053467,0.1,0.058668279988415506,0.9577953219413757
3,268,0.053956514196609386,0.9644458889961243,0.1,0.046190697723320455,0.9678383469581604
4,335,0.04629368426750845,0.9689321517944336,0.1,0.04391290009146159,0.9667623043060303
5,402,0.043239233459332095,0.9704815149307251,0.1,0.040516049881879276,0.9691535234451294
6,469,0.038969731708960745,0.9726665019989014,0.1,0.03876272019079553,0.9708273410797119
7,536,0.03761002540921987,0.973702609539032,0.1,0.03825953986330986,0.970588207244873
8,603,0.03635570904545819,0.9741744995117188,0.1,0.03935487408002684,0.9695122241973877
9,670,0.03354242002007676,0.9760127067565918,0.1,0.04624544444497311,0.9666427373886108
